Real,Region index,Zone,Column,Facies,Bulk,Net,Pore,Hcpv,Stoiip,Assoc.Gas
1,CentralNorth,Volon,Totals,Calcite,5748173.625,5748173.625,0,0,0,0
1,CentralNorth,Volon,Totals,Offshore,0,0,0,0,0,0
1,CentralNorth,Volon,Totals,Lowershoreface,0,0,0,0,0,0
1,CentralNorth,Volon,Totals,Uppershoreface,0,0,0,0,0,0
1,CentralNorth,Volon,Totals,Totals,38295212.21,38295212.23,5090020.255,0,0,0
1,CentralNorth,Totals,Totals,Floodplain,64350718.42,64350718.43,6122240.361,0,0,0
1,CentralNorth,Totals,Totals,Channel,38086272.84,38086272.84,9773995.216,0,0,0
1,CentralNorth,Totals,Totals,Crevasse,13302629.68,13302629.7,2757603.791,0,0,0
1,CentralNorth,Totals,Totals,Coal,19963280.62,19963280.6,0,0,0,0
1,CentralNorth,Totals,Totals,Calcite,13293589.1,13293589.1,0,0,0,0
1,CentralNorth,Totals,Totals,Offshore,32892044.04,32892044.05,3479059.521,0,0,0
1,CentralNorth,Totals,Totals,Lowershoreface,22368173.64,22368173.62,5453899.115,0,0,0
1,CentralNorth,Totals,Totals,Uppershoreface,15454040.62,15454040.62,4931376.599,0,0,0
1,CentralNorth,Totals,Totals,Totals,219710749,219710749,32518174.6,0,0,0
1,NorthHorst,Valysar,Totals,Floodplain,18265968.05,18265968.06,1735223.654,0,0,0
1,NorthHorst,Valysar,Totals,Channel,11809305.08,11809305.07,3247895.729,0,0,0
1,NorthHorst,Valysar,Totals,Crevasse,5516555.152,5516555.141,1129470.572,0,0,0
1,NorthHorst,Valysar,Totals,Coal,9583213.191,9583213.204,0,0,0,0
1,NorthHorst,Valysar,Totals,Calcite,0,0,0,0,0,0
1,NorthHorst,Valysar,Totals,Offshore,0,0,0,0,0,0
1,NorthHorst,Valysar,Totals,Lowershoreface,0,0,0,0,0,0
1,NorthHorst,Valysar,Totals,Uppershoreface,0,0,0,0,0,0
1,NorthHorst,Valysar,Totals,Totals,45175041.47,45175041.47,6112589.955,0,0,0
1,NorthHorst,Therys,Totals,Floodplain,0,0,0,0,0,0
1,NorthHorst,Therys,Totals,Channel,0,0,0,0,0,0
1,NorthHorst,Therys,Totals,Crevasse,0,0,0,0,0,0
1,NorthHorst,Therys,Totals,Coal,0,0,0,0,0,0
1,NorthHorst,Therys,Totals,Calcite,2666771.863,2666771.862,0,0,0,0
1,NorthHorst,Therys,Totals,Offshore,23134158.15,23134158.14,2361932.052,0,0,0
1,NorthHorst,Therys,Totals,Lowershoreface,11160132.33,11160132.33,2755096.187,0,0,0
1,NorthHorst,Therys,Totals,Uppershoreface,6730269.103,6730269.098,2123711.244,0,0,0
1,NorthHorst,Therys,Totals,Totals,43691331.45,43691331.43,7240739.483,0,0,0
1,NorthHorst,Volon,Totals,Floodplain,3323204.412,3323204.413,328634.4638,0,0,0
1,NorthHorst,Volon,Totals,Channel,10287815.78,10287815.78,2585075.317,0,0,0
1,NorthHorst,Volon,Totals,Crevasse,0,0,0,0,0,0
1,NorthHorst,Volon,Totals,Coal,0,0,0,0,0,0
1,NorthHorst,Volon,Totals,Calcite,2534014.47,2534014.474,0,0,0,0
1,NorthHorst,Volon,Totals,Offshore,0,0,0,0,0,0
1,NorthHorst,Volon,Totals,Lowershoreface,0,0,0,0,0,0
1,NorthHorst,Volon,Totals,Uppershoreface,0,0,0,0,0,0
1,NorthHorst,Volon,Totals,Totals,16145034.66,16145034.67,2913709.781,0,0,0
1,NorthHorst,Totals,Totals,Floodplain,21589172.46,21589172.47,2063858.118,0,0,0
1,NorthHorst,Totals,Totals,Channel,22097120.86,22097120.85,5832971.046,0,0,0
1,NorthHorst,Totals,Totals,Crevasse,5516555.152,5516555.141,1129470.572,0,0,0
1,NorthHorst,Totals,Totals,Coal,9583213.191,9583213.204,0,0,0,0
1,NorthHorst,Totals,Totals,Calcite,5200786.333,5200786.336,0,0,0,0
1,NorthHorst,Totals,Totals,Offshore,23134158.15,23134158.14,2361932.052,0,0,0
1,NorthHorst,Totals,Totals,Lowershoreface,11160132.33,11160132.33,2755096.187,0,0,0
1,NorthHorst,Totals,Totals,Uppershoreface,6730269.103,6730269.098,2123711.244,0,0,0
1,NorthHorst,Totals,Totals,Totals,105011407.6,105011407.6,16267039.22,0,0,0
1,CentralRamp,Valysar,Totals,Floodplain,6131131.332,6131131.341,603134.2405,0,0,0
1,CentralRamp,Valysar,Totals,Channel,2827111.905,2827111.904,779506.0526,0,0,0
1,CentralRamp,Valysar,Totals,Crevasse,2731790.373,2731790.373,593394.0659,0,0,0
1,CentralRamp,Valysar,Totals,Coal,1628244.198,1628244.198,0,0,0,0
1,CentralRamp,Valysar,Totals,Calcite,0,0,0,0,0,0
1,CentralRamp,Valysar,Totals,Offshore,0,0,0,0,0,0
1,CentralRamp,Valysar,Totals,Lowershoreface,0,0,0,0,0,0
1,CentralRamp,Valysar,Totals,Uppershoreface,0,0,0,0,0,0
1,CentralRamp,Valysar,Totals,Totals,13318277.81,13318277.82,1976034.359,0,0,0
1,CentralRamp,Therys,Totals,Floodplain,0,0,0,0,0,0
1,CentralRamp,Therys,Totals,Channel,0,0,0,0,0,0
1,CentralRamp,Therys,Totals,Crevasse,0,0,0,0,0,0
1,CentralRamp,Therys,Totals,Coal,0,0,0,0,0,0
1,CentralRamp,Therys,Totals,Calcite,1049167.412,1049167.411,0,0,0,0
1,CentralRamp,Therys,Totals,Offshore,1377657.982,1377657.982,127372.6363,0,0,0
1,CentralRamp,Therys,Totals,Lowershoreface,2057309.021,2057309.015,534604.3738,0,0,0
1,CentralRamp,Therys,Totals,Uppershoreface,2831238.616,2831238.611,913958.5664,0,0,0
1,CentralRamp,Therys,Totals,Totals,7315373.032,7315373.02,1575935.576,0,0,0
1,CentralRamp,Volon,Totals,Floodplain,3839705.419,3839705.419,381814.5539,0,0,0
1,CentralRamp,Volon,Totals,Channel,7968227.022,7968227.022,1972398.055,0,0,0
1,CentralRamp,Volon,Totals,Crevasse,0,0,0,0,0,0
1,CentralRamp,Volon,Totals,Coal,0,0,0,0,0,0
1,CentralRamp,Volon,Totals,Calcite,1522108.966,1522108.968,0,0,0,0
1,CentralRamp,Volon,Totals,Offshore,0,0,0,0,0,0
1,CentralRamp,Volon,Totals,Lowershoreface,0,0,0,0,0,0
1,CentralRamp,Volon,Totals,Uppershoreface,0,0,0,0,0,0
1,CentralRamp,Volon,Totals,Totals,13330041.41,13330041.41,2354212.609,0,0,0
1,CentralRamp,Totals,Totals,Floodplain,9970836.752,9970836.76,984948.7945,0,0,0
1,CentralRamp,Totals,Totals,Channel,10795338.93,10795338.93,2751904.108,0,0,0
1,CentralRamp,Totals,Totals,Crevasse,2731790.373,2731790.373,593394.0659,0,0,0
1,CentralRamp,Totals,Totals,Coal,1628244.198,1628244.198,0,0,0,0
1,CentralRamp,Totals,Totals,Calcite,2571276.377,2571276.379,0,0,0,0
1,CentralRamp,Totals,Totals,Offshore,1377657.982,1377657.982,127372.6363,0,0,0
1,CentralRamp,Totals,Totals,Lowershoreface,2057309.021,2057309.015,534604.3738,0,0,0
1,CentralRamp,Totals,Totals,Uppershoreface,2831238.616,2831238.611,913958.5664,0,0,0
1,CentralRamp,Totals,Totals,Totals,33963692.25,33963692.24,5906182.545,0,0,0
1,CentralHorst,Valysar,Totals,Floodplain,41981230.91,41981230.91,4194846.402,0,0,0
1,CentralHorst,Valysar,Totals,Channel,34407856.83,34407856.82,9543500.031,0,0,0
1,CentralHorst,Valysar,Totals,Crevasse,13045462.86,13045462.87,2737094.089,0,0,0
1,CentralHorst,Valysar,Totals,Coal,13329251.99,13329251.98,0,0,0,0
1,CentralHorst,Valysar,Totals,Calcite,0,0,0,0,0,0
1,CentralHorst,Valysar,Totals,Offshore,0,0,0,0,0,0
1,CentralHorst,Valysar,Totals,Lowershoreface,0,0,0,0,0,0
1,CentralHorst,Valysar,Totals,Uppershoreface,0,0,0,0,0,0
1,CentralHorst,Valysar,Totals,Totals,102763802.6,102763802.6,16475440.52,0,0,0
1,CentralHorst,Therys,Totals,Floodplain,0,0,0,0,0,0
1,CentralHorst,Therys,Totals,Channel,0,0,0,0,0,0
1,CentralHorst,Therys,Totals,Crevasse,0,0,0,0,0,0
1,CentralHorst,Therys,Totals,Coal,0,0,0,0,0,0
1,CentralHorst,Therys,Totals,Calcite,4843864.384,4843864.378,0,0,0,0
1,CentralHorst,Therys,Totals,Offshore,8644203.554,8644203.548,960244.2043,0,0,0
1,CentralHorst,Therys,Totals,Lowershoreface,18618981.6,18618981.59,4564376.809,0,0,0
1,CentralHorst,Therys,Totals,Uppershoreface,18604906.87,18604906.87,6128814.715,0,0,0
1,CentralHorst,Therys,Totals,Totals,50711956.41,50711956.39,11653435.73,0,0,0
1,CentralHorst,Volon,Totals,Floodplain,33207002.08,33207002.08,3203425.3,0,0,0
1,CentralHorst,Volon,Totals,Channel,59693806.44,59693806.44,15032569.11,0,0,0
1,CentralHorst,Volon,Totals,Crevasse,0,0,0,0,0,0
1,CentralHorst,Volon,Totals,Coal,0,0,0,0,0,0
1,CentralHorst,Volon,Totals,Calcite,12936763.1,12936763.09,0,0,0,0
1,CentralHorst,Volon,Totals,Offshore,0,0,0,0,0,0
1,CentralHorst,Volon,Totals,Lowershoreface,0,0,0,0,0,0
1,CentralHorst,Volon,Totals,Uppershoreface,0,0,0,0,0,0
1,CentralHorst,Volon,Totals,Totals,105837571.6,105837571.6,18235994.41,0,0,0
1,CentralHorst,Totals,Totals,Floodplain,75188232.99,75188232.99,7398271.703,0,0,0
1,CentralHorst,Totals,Totals,Channel,94101663.26,94101663.27,24576069.14,0,0,0
1,CentralHorst,Totals,Totals,Crevasse,13045462.86,13045462.87,2737094.089,0,0,0
1,CentralHorst,Totals,Totals,Coal,13329251.99,13329251.98,0,0,0,0
1,CentralHorst,Totals,Totals,Calcite,17780627.49,17780627.47,0,0,0,0
1,CentralHorst,Totals,Totals,Offshore,8644203.554,8644203.548,960244.2043,0,0,0
1,CentralHorst,Totals,Totals,Lowershoreface,18618981.6,18618981.59,4564376.809,0,0,0
1,CentralHorst,Totals,Totals,Uppershoreface,18604906.87,18604906.87,6128814.715,0,0,0
1,CentralHorst,Totals,Totals,Totals,259313330.6,259313330.6,46364870.66,0,0,0
1,EastLowland,Valysar,Totals,Floodplain,126538150.1,126538150.1,10507510.41,0,0,0
1,EastLowland,Valysar,Totals,Channel,67429500.31,67429500.29,17571768.94,0,0,0
1,EastLowland,Valysar,Totals,Crevasse,31232135.41,31232135.43,6058743.502,0,0,0
1,EastLowland,Valysar,Totals,Coal,44091973.09,44091973.08,0,0,0,0
1,EastLowland,Valysar,Totals,Calcite,0,0,0,0,0,0
1,EastLowland,Valysar,Totals,Offshore,0,0,0,0,0,0
1,EastLowland,Valysar,Totals,Lowershoreface,0,0,0,0,0,0
1,EastLowland,Valysar,Totals,Uppershoreface,0,0,0,0,0,0
1,EastLowland,Valysar,Totals,Totals,269291758.9,269291758.9,34138022.86,0,0,0
1,EastLowland,Therys,Totals,Floodplain,0,0,0,0,0,0
1,EastLowland,Therys,Totals,Channel,0,0,0,0,0,0
1,EastLowland,Therys,Totals,Crevasse,0,0,0,0,0,0
1,EastLowland,Therys,Totals,Coal,0,0,0,0,0,0
1,EastLowland,Therys,Totals,Calcite,14347871.72,14347871.72,0,0,0,0
1,EastLowland,Therys,Totals,Offshore,38891091.4,38891091.39,3522855.274,0,0,0
1,EastLowland,Therys,Totals,Lowershoreface,37283948.01,37283947.99,8909551.393,0,0,0
1,EastLowland,Therys,Totals,Uppershoreface,26305189.84,26305189.84,8032484.273,0,0,0
1,EastLowland,Therys,Totals,Totals,116828101,116828100.9,20464890.94,0,0,0
1,EastLowland,Volon,Totals,Floodplain,49354954.2,49354954.23,4146110.391,0,0,0
1,EastLowland,Volon,Totals,Channel,97687582.85,97687582.87,23124521.54,0,0,0
1,EastLowland,Volon,Totals,Crevasse,0,0,0,0,0,0
1,EastLowland,Volon,Totals,Coal,0,0,0,0,0,0
1,EastLowland,Volon,Totals,Calcite,25813384.34,25813384.33,0,0,0,0
1,EastLowland,Volon,Totals,Offshore,0,0,0,0,0,0
1,EastLowland,Volon,Totals,Lowershoreface,0,0,0,0,0,0
1,EastLowland,Volon,Totals,Uppershoreface,0,0,0,0,0,0
1,EastLowland,Volon,Totals,Totals,172855921.4,172855921.4,27270631.93,0,0,0
1,EastLowland,Totals,Totals,Floodplain,175893104.3,175893104.3,14653620.8,0,0,0
1,EastLowland,Totals,Totals,Channel,165117083.2,165117083.2,40696290.48,0,0,0
1,EastLowland,Totals,Totals,Crevasse,31232135.41,31232135.43,6058743.502,0,0,0
1,EastLowland,Totals,Totals,Coal,44091973.09,44091973.08,0,0,0,0
1,EastLowland,Totals,Totals,Calcite,40161256.06,40161256.05,0,0,0,0
1,EastLowland,Totals,Totals,Offshore,38891091.4,38891091.39,3522855.274,0,0,0
1,EastLowland,Totals,Totals,Lowershoreface,37283948.01,37283947.99,8909551.393,0,0,0
1,EastLowland,Totals,Totals,Uppershoreface,26305189.84,26305189.84,8032484.273,0,0,0
1,EastLowland,Totals,Totals,Totals,558975781.3,558975781.2,81873545.72,0,0,0
1,Totals,Valysar,Totals,Floodplain,508924282,508924282,47169080.98,0,0,0
1,Totals,Valysar,Totals,Channel,370893676.8,370893676.8,98030312.18,0,0,0
1,Totals,Valysar,Totals,Crevasse,149866291.2,149866291.2,30467339.05,0,0,0
1,Totals,Valysar,Totals,Coal,173206732.6,173206732.6,0,0,0,0
1,Totals,Valysar,Totals,Calcite,0,0,0,0,0,0
1,Totals,Valysar,Totals,Offshore,0,0,0,0,0,0
1,Totals,Valysar,Totals,Lowershoreface,0,0,0,0,0,0
1,Totals,Valysar,Totals,Uppershoreface,0,0,0,0,0,0
1,Totals,Valysar,Totals,Totals,1202890983,1202890983,175666732.2,0,0,0
1,Totals,Therys,Totals,Floodplain,0,0,0,0,0,0
1,Totals,Therys,Totals,Channel,0,0,0,0,0,0
1,Totals,Therys,Totals,Crevasse,0,0,0,0,0,0
1,Totals,Therys,Totals,Coal,0,0,0,0,0,0
1,Totals,Therys,Totals,Calcite,88535281.13,88535281.11,0,0,0,0
1,Totals,Therys,Totals,Offshore,328624126.3,328624126.3,30309940.52,0,0,0
1,Totals,Therys,Totals,Lowershoreface,273441333.8,273441333.7,69181579.86,0,0,0
1,Totals,Therys,Totals,Uppershoreface,192727717.1,192727717.1,59566104.5,0,0,0
1,Totals,Therys,Totals,Totals,883328458.3,883328458.2,159057624.9,0,0,0
1,Totals,Volon,Totals,Floodplain,302982857.8,302982857.8,28090349.13,0,0,0
1,Totals,Volon,Totals,Channel,612639928.7,612639928.7,149674826,0,0,0
1,Totals,Volon,Totals,Crevasse,0,0,0,0,0,0
1,Totals,Volon,Totals,Coal,0,0,0,0,0,0
1,Totals,Volon,Totals,Calcite,151030627.7,151030627.7,0,0,0,0
1,Totals,Volon,Totals,Offshore,0,0,0,0,0,0
1,Totals,Volon,Totals,Lowershoreface,0,0,0,0,0,0
1,Totals,Volon,Totals,Uppershoreface,0,0,0,0,0,0
1,Totals,Volon,Totals,Totals,1066653414,1066653414,177765175.1,0,0,0
1,Totals,Totals,Totals,Floodplain,811907139.8,811907139.8,75259430.11,0,0,0
1,Totals,Totals,Totals,Channel,983533605.5,983533605.4,247705138.2,0,0,0
1,Totals,Totals,Totals,Crevasse,149866291.2,149866291.2,30467339.05,0,0,0
1,Totals,Totals,Totals,Coal,173206732.6,173206732.6,0,0,0,0
1,Totals,Totals,Totals,Calcite,239565908.8,239565908.8,0,0,0,0
1,Totals,Totals,Totals,Offshore,328624126.3,328624126.3,30309940.52,0,0,0
1,Totals,Totals,Totals,Lowershoreface,273441333.8,273441333.7,69181579.86,0,0,0
1,Totals,Totals,Totals,Uppershoreface,192727717.1,192727717.1,59566104.5,0,0,0
1,Totals,Totals,Totals,Totals,3152872855,3152872855,512489532.2,0,0,0
2,WestLowland,Valysar,Oil,Floodplain,1998702.508,1998702.509,196780.2949,12316.56161,8588.955287,1209324.93
1,WestLowland,Valysar,Oil,Channel,1614472.234,1614472.233,437513.4048,373385.4285,260380.3599,36661555.48
1,WestLowland,Valysar,Oil,Crevasse,550255.791,550255.7916,124474.3787,83583.84093,58287.19841,8206837.697
1,WestLowland,Valysar,Oil,Coal,714391.4481,714391.4471,0,0,0,0
1,WestLowland,Valysar,Oil,Calcite,0,0,0,0,0,0
1,WestLowland,Valysar,Oil,Offshore,0,0,0,0,0,0
1,WestLowland,Valysar,Oil,Lowershoreface,0,0,0,0,0,0
1,WestLowland,Valysar,Oil,Uppershoreface,0,0,0,0,0,0
1,WestLowland,Valysar,Oil,Totals,4877821.981,4877821.981,758768.0784,469285.831,327256.5136,46077718.1
1,WestLowland,Therys,Oil,Floodplain,0,0,0,0,0,0
1,WestLowland,Therys,Oil,Channel,0,0,0,0,0,0
1,WestLowland,Therys,Oil,Crevasse,0,0,0,0,0,0
1,WestLowland,Therys,Oil,Coal,0,0,0,0,0,0
1,WestLowland,Therys,Oil,Calcite,290831.4339,290831.4316,0,0,0,0
1,WestLowland,Therys,Oil,Offshore,731359.329,731359.329,69230.1062,2972.329715,2072.754374,291843.822
1,WestLowland,Therys,Oil,Lowershoreface,568206.9043,568206.9049,148337.7981,69102.85481,48188.88159,6784994.696
1,WestLowland,Therys,Oil,Uppershoreface,558553.6705,558553.6689,173407.2149,143564.4608,100114.6891,14096148.48
1,WestLowland,Therys,Oil,Totals,2148951.338,2148951.334,390975.1193,215639.6453,150376.325,21172987
1,WestLowland,Volon,Oil,Floodplain,41477.92862,41477.92894,4601.685295,0,0,0
1,WestLowland,Volon,Oil,Channel,194482.1519,194482.1519,47336.22888,33683.0361,23488.868,3307232.676
1,WestLowland,Volon,Oil,Crevasse,0,0,0,0,0,0
1,WestLowland,Volon,Oil,Coal,0,0,0,0,0,0
1,WestLowland,Volon,Oil,Calcite,32835.50752,32835.50763,0,0,0,0
1,WestLowland,Volon,Oil,Offshore,0,0,0,0,0,0
1,WestLowland,Volon,Oil,Lowershoreface,0,0,0,0,0,0
1,WestLowland,Volon,Oil,Uppershoreface,0,0,0,0,0,0
1,WestLowland,Volon,Oil,Totals,268795.5881,268795.5884,51937.91417,33683.0361,23488.868,3307232.676
1,WestLowland,Totals,Oil,Floodplain,2040180.437,2040180.437,201381.9802,12316.56161,8588.955287,1209324.93
1,WestLowland,Totals,Oil,Channel,1808954.386,1808954.385,484849.6337,407068.4646,283869.2279,39968788.15
1,WestLowland,Totals,Oil,Crevasse,550255.791,550255.7916,124474.3787,83583.84093,58287.19841,8206837.697
1,WestLowland,Totals,Oil,Coal,714391.4481,714391.4471,0,0,0,0
1,WestLowland,Totals,Oil,Calcite,323666.9414,323666.9392,0,0,0,0
1,WestLowland,Totals,Oil,Offshore,731359.329,731359.329,69230.1062,2972.329715,2072.754374,291843.822
1,WestLowland,Totals,Oil,Lowershoreface,568206.9043,568206.9049,148337.7981,69102.85481,48188.88159,6784994.696
1,WestLowland,Totals,Oil,Uppershoreface,558553.6705,558553.6689,173407.2149,143564.4608,100114.6891,14096148.48
1,WestLowland,Totals,Oil,Totals,7295568.907,7295568.903,1201681.112,718608.5124,501121.7066,70557937.78
1,CentralSouth,Valysar,Oil,Floodplain,22387267.26,22387267.24,2200920.024,86626.47809,60408.98182,8505584.831
1,CentralSouth,Valysar,Oil,Channel,25882321.14,25882321.14,6875865.177,6218859.999,4336722.549,610610548.2
1,CentralSouth,Valysar,Oil,Crevasse,5387726.643,5387726.646,1140639.814,752069.3179,524455.603,73843350.48
1,CentralSouth,Valysar,Oil,Coal,4714546.785,4714546.787,0,0,0,0
1,CentralSouth,Valysar,Oil,Calcite,0,0,0,0,0,0
1,CentralSouth,Valysar,Oil,Offshore,0,0,0,0,0,0
1,CentralSouth,Valysar,Oil,Lowershoreface,0,0,0,0,0,0
1,CentralSouth,Valysar,Oil,Uppershoreface,0,0,0,0,0,0
1,CentralSouth,Valysar,Oil,Totals,58371861.83,58371861.81,10217425.01,7057555.795,4921587.134,692959483.5
1,CentralSouth,Therys,Oil,Floodplain,0,0,0,0,0,0
1,CentralSouth,Therys,Oil,Channel,0,0,0,0,0,0
1,CentralSouth,Therys,Oil,Crevasse,0,0,0,0,0,0
1,CentralSouth,Therys,Oil,Coal,0,0,0,0,0,0
1,CentralSouth,Therys,Oil,Calcite,1571009.85,1571009.848,0,0,0,0
1,CentralSouth,Therys,Oil,Offshore,1409075.834,1409075.831,124316.5643,4995.75012,3483.786761,490517.187
1,CentralSouth,Therys,Oil,Lowershoreface,2359625.506,2359625.51,592740.3274,244932.4086,170803.6361,24049152.49
1,CentralSouth,Therys,Oil,Uppershoreface,5865347.084,5865347.09,1870413.416,1618436.585,1128616.89,158909261.7
1,CentralSouth,Therys,Oil,Totals,11205058.27,11205058.28,2587470.308,1868364.744,1302904.313,183448931.4
1,CentralSouth,Volon,Oil,Floodplain,6170304.569,6170304.571,655877.7863,0,0,0
1,CentralSouth,Volon,Oil,Channel,13294583.89,13294583.89,3399732.096,2857712.182,1992825.831,280589883.3
1,CentralSouth,Volon,Oil,Crevasse,0,0,0,0,0,0
1,CentralSouth,Volon,Oil,Coal,0,0,0,0,0,0
1,CentralSouth,Volon,Oil,Calcite,6167922.134,6167922.138,0,0,0,0
1,CentralSouth,Volon,Oil,Offshore,0,0,0,0,0,0
1,CentralSouth,Volon,Oil,Lowershoreface,0,0,0,0,0,0
1,CentralSouth,Volon,Oil,Uppershoreface,0,0,0,0,0,0
1,CentralSouth,Volon,Oil,Totals,25632810.6,25632810.6,4055609.883,2857712.182,1992825.831,280589883.3
1,CentralSouth,Totals,Oil,Floodplain,28557571.82,28557571.81,2856797.81,86626.47809,60408.98182,8505584.831
1,CentralSouth,Totals,Oil,Channel,39176905.04,39176905.03,10275597.27,9076572.181,6329548.38,891200431.5
1,CentralSouth,Totals,Oil,Crevasse,5387726.643,5387726.646,1140639.814,752069.3179,524455.603,73843350.48
1,CentralSouth,Totals,Oil,Coal,4714546.785,4714546.787,0,0,0,0
1,CentralSouth,Totals,Oil,Calcite,7738931.984,7738931.987,0,0,0,0
1,CentralSouth,Totals,Oil,Offshore,1409075.834,1409075.831,124316.5643,4995.75012,3483.786761,490517.187
1,CentralSouth,Totals,Oil,Lowershoreface,2359625.506,2359625.51,592740.3274,244932.4086,170803.6361,24049152.49
1,CentralSouth,Totals,Oil,Uppershoreface,5865347.084,5865347.09,1870413.416,1618436.585,1128616.89,158909261.7
1,CentralSouth,Totals,Oil,Totals,95209730.7,95209730.69,16860505.2,11783632.72,8217317.279,1156998298
1,CentralNorth,Valysar,Oil,Floodplain,14967559.87,14967559.88,1552498.338,117932.9082,82240.5235,11579465.96
1,CentralNorth,Valysar,Oil,Channel,8828281.206,8828281.206,2331906.097,2109632.754,1471152.581,207138287.8
1,CentralNorth,Valysar,Oil,Crevasse,2195416.89,2195416.889,460908.1182,307315.3167,214306.3625,30174336.56
1,CentralNorth,Valysar,Oil,Coal,7333792.469,7333792.463,0,0,0,0
1,CentralNorth,Valysar,Oil,Calcite,0,0,0,0,0,0
1,CentralNorth,Valysar,Oil,Offshore,0,0,0,0,0,0
1,CentralNorth,Valysar,Oil,Lowershoreface,0,0,0,0,0,0
1,CentralNorth,Valysar,Oil,Uppershoreface,0,0,0,0,0,0
1,CentralNorth,Valysar,Oil,Totals,33325050.44,33325050.44,4345312.552,2534880.979,1767699.467,248892090.4
1,CentralNorth,Therys,Oil,Floodplain,0,0,0,0,0,0
1,CentralNorth,Therys,Oil,Channel,0,0,0,0,0,0
1,CentralNorth,Therys,Oil,Crevasse,0,0,0,0,0,0
1,CentralNorth,Therys,Oil,Coal,0,0,0,0,0,0
1,CentralNorth,Therys,Oil,Calcite,1666297.183,1666297.184,0,0,0,0
1,CentralNorth,Therys,Oil,Offshore,5438498.394,5438498.389,588722.4979,23585.82368,16447.57618,2315818.78
1,CentralNorth,Therys,Oil,Lowershoreface,4775596.692,4775596.679,1183772.154,576489.2979,402014.8612,56603693.71
1,CentralNorth,Therys,Oil,Uppershoreface,4823433.777,4823433.781,1582293.116,1392592.591,971124.5605,136734341.4
1,CentralNorth,Therys,Oil,Totals,16703826.05,16703826.03,3354787.767,1992667.712,1389586.998,195653853.9
1,CentralNorth,Volon,Oil,Floodplain,1954928.803,1954928.806,193916.2591,0,0,0
1,CentralNorth,Volon,Oil,Channel,1507607.3,1507607.3,367531.9177,308053.9156,214821.4238,30246857.17
1,CentralNorth,Volon,Oil,Crevasse,0,0,0,0,0,0
1,CentralNorth,Volon,Oil,Coal,0,0,0,0,0,0
1,CentralNorth,Volon,Oil,Calcite,821907.1434,821907.1453,0,0,0,0
1,CentralNorth,Volon,Oil,Offshore,0,0,0,0,0,0
1,CentralNorth,Volon,Oil,Lowershoreface,0,0,0,0,0,0
1,CentralNorth,Volon,Oil,Uppershoreface,0,0,0,0,0,0
1,CentralNorth,Volon,Oil,Totals,4284443.246,4284443.251,561448.1769,308053.9156,214821.4238,30246857.17
1,CentralNorth,Totals,Oil,Floodplain,16922488.68,16922488.69,1746414.597,117932.9082,82240.5235,11579465.96
1,CentralNorth,Totals,Oil,Channel,10335888.51,10335888.51,2699438.014,2417686.669,1685974.005,237385145
1,CentralNorth,Totals,Oil,Crevasse,2195416.89,2195416.889,460908.1182,307315.3167,214306.3625,30174336.56
1,CentralNorth,Totals,Oil,Coal,7333792.469,7333792.463,0,0,0,0
1,CentralNorth,Totals,Oil,Calcite,2488204.327,2488204.329,0,0,0,0
1,CentralNorth,Totals,Oil,Offshore,5438498.394,5438498.389,588722.4979,23585.82368,16447.57618,2315818.78
1,CentralNorth,Totals,Oil,Lowershoreface,4775596.692,4775596.679,1183772.154,576489.2979,402014.8612,56603693.71
1,CentralNorth,Totals,Oil,Uppershoreface,4823433.777,4823433.781,1582293.116,1392592.591,971124.5605,136734341.4
1,CentralNorth,Totals,Oil,Totals,54313319.73,54313319.72,8261548.496,4835602.607,3372107.888,474792801.4
1,NorthHorst,Valysar,Oil,Floodplain,1381434.753,1381434.752,129313.4279,3861.15736,2371.718231,464619.5881
1,NorthHorst,Valysar,Oil,Channel,1337153.662,1337153.666,380599.5356,312098.6182,191706.7638,37555353.75
1,NorthHorst,Valysar,Oil,Crevasse,402053.3783,402053.3802,82381.22664,49160.90566,30197.11588,5915614.799
1,NorthHorst,Valysar,Oil,Coal,841066.8322,841066.8299,0,0,0,0
1,NorthHorst,Valysar,Oil,Calcite,0,0,0,0,0,0
1,NorthHorst,Valysar,Oil,Offshore,0,0,0,0,0,0
1,NorthHorst,Valysar,Oil,Lowershoreface,0,0,0,0,0,0
1,NorthHorst,Valysar,Oil,Uppershoreface,0,0,0,0,0,0
1,NorthHorst,Valysar,Oil,Totals,3961708.626,3961708.628,592294.1901,365120.6812,224275.5979,43935588.13
1,NorthHorst,Therys,Oil,Floodplain,0,0,0,0,0,0
1,NorthHorst,Therys,Oil,Channel,0,0,0,0,0,0
1,NorthHorst,Therys,Oil,Crevasse,0,0,0,0,0,0
1,NorthHorst,Therys,Oil,Coal,0,0,0,0,0,0
1,NorthHorst,Therys,Oil,Calcite,332605.4355,332605.4333,0,0,0,0
1,NorthHorst,Therys,Oil,Offshore,4239092.794,4239092.791,432252.8297,29258.41848,17972.00111,3520714.907
1,NorthHorst,Therys,Oil,Lowershoreface,1416908.985,1416908.986,351623.3336,167964.4834,103172.2845,20211449.89
1,NorthHorst,Therys,Oil,Uppershoreface,982147.6177,982147.618,307545.1102,261834.0658,160831.7319,31506935.32
1,NorthHorst,Therys,Oil,Totals,6970754.833,6970754.828,1091421.273,459056.9677,281976.0175,55239100.12
